,First Name,Last Name,About Author
983,Thomas,J. Stanley,"Thomas J. Stanley was an American writer and business theorist. He was the author and co-author of several award-winning books on America's wealthy, including the New York Times’ best sellers The Millionaire Next Door and The Millionaire Mind. He served as chief advisor to Data Points, a company founded based on his research and data. He received a doctorate in business administration from the University of Georgia. He was on the faculty of the University at Albany, State University of New York. He taught marketing at the University of Tennessee, University of Georgia and Georgia State University (where he was named Omicron Delta Kappa's Outstanding Professor).Thomas Stanley was born in the Bronx in 1944. His father worked as a subway car driver, while his mother was a homemaker and secretary. He attended college in Connecticut, doing graduate work at the University of Tennessee. He earned a doctorate at the University of Georgia, and eventually moved to the Atlanta area to teach at Georgia State University. Stanley spent most of his career studying how the financially successful Americans in a wide range of professions and with a varying level of income acquired their wealth on their own. In 2015 he was killed by a drunk driver at the age of 71. During his last days, he was working on a book with his daughter, an industrial psychologist, who later finished it. The book is called The Next Millionaire Next Door: Enduring Strategies for Building Wealth, and attributes authorship to Thomas J. Stanley and his daughter,  Sarah Stanley Fallaw."
984,William,D. Danko,
985,Jim,Miller,
986,Napoleon,Hill,"Oliver Napoleon Hill was an American self-help author and conman. He is best known for his book Think and Grow Rich (1937), which is among the best-selling self-help books of all time. Hill's works insisted that fervid expectations are essential to improving one's life. Most of his books were promoted as expounding principles to achieve ""success"".Hill is a controversial figure. Accused of fraud, modern historians also doubt many of his claims, such as that he met  Andrew Carnegie and that he was an attorney."
987,Arthur,R. Pell,"Dr. Arthur R. Pell is a nationally known author, lecturer and consultant in human resources management. He has worked with companies, government agencies, universities and not-for-profit organizations in the areas of employment, training, employee relations, employee counseling, motivation and communication. Dr. Pell is the author of numerous articles, audiocassette training programs and 50 books on management, personnel, career planning and human potential. He was editor in charge of updating Dale Carnegie's classic, How to Win Friends and Influence People. His book, The Supervisor's Infobank, 1000 Quick Answers to Your Toughest Problems, (McGraw Hill, 1994) was a main selection of the Executive Book Club. He has written several books in ""The Complete Idiot' Guide series. His book, The Complete Idiot's Guide to Managing People. (published by Macmillan 1995; 2d ed. 1999 3rd. ed. 2003) has sold over 150,000 copies He is a frequent commentator on radio and television. His syndicated feature The Human Side was published in 150 magazines for five years. He has updated several human potential classics by Dale Carnegie, Napoleon Hill,Joseph Murphy and others for 21st century readers.He served on the faculties of New York University, City University St. John's University and Hofstra University. He has conducted seminars and workshops on various aspects of human resources management, which have been attended by over 250,000 people throughout the United States and Canada.Dr. Pell holds B.A., M.A. and Ph.D. degrees and a professional diploma in Personnel Psychology. He is listed in Who's Who in America and Contemporary Authors."
988,Ross,Cornwell,
989,Bill,Hartley,
990,Earl,Nightingale,"Earl Nightingale was an American motivational speaker and author, known as the ""Dean of Personal Development."" He was the voice in the early 1950s of Sky King, the hero of a radio adventure series, and was a WGN radio show host from 1950 to 1956. Nightingale was the author of the Strangest Secret, which economist Terry Savage has called “…One of the great motivational books of all time“."
991,Mike,  Mason,
992,Ben,Collins-Sussman,
993,C.,Michael Pilato,
994,Brian,W. Fitzpatrick,
995,Garrett,Rooney,"Garrett Rooney is a software engineer on the version control team at CollabNet, where he works full time on Subversion and other related technologies. Rooney attended Rensselaer Polytechnic Institute in Troy, New York, where he managed to complete three years towards a mechanical engineering degree before coming to his senses and realizing he wanted to get a job where someone would pay him to play with computers. Since then, Rooney completed a computer science degree at RPI and has spent far too much time working on a wide variety of open source projects, most notably Subversion. He's also a member of the Apache Software Foundation, where he works on the Apache Portable Runtime and the Apache HTTP Server, as well as helps to maintain the ASF Subversion repository."
996,Martin,Streicher,
997,Colette,Harris,"Colette Harris is a leading health journalist and magazine editor with a degree from Oxford University. She's been writing pioneering articles on PCOS in international newspapers and magazines since 1997 in order to raise awarenss of the condition, and to campaign for better treatment and understanding for women who have it. Colette is a frequent speaker at international conferences and women's groups exploring PCOS."
998,Margot,Mifflin,"If you'd like to have a chat with me, you'll find me now on Skolay: skolay.com/writers/margot-mifflinMargot Mifflin is an author praised for writing ""delicious social history (Dwight Garner, The New York Times). She wrote the first history of women's tattoo culture, Bodies of Subversion: A Secret History of Women and Tattoo, and The Blue Tattoo: The Life of Olive Oatman, a finalist for a Caroline Bancroft History Award. Her 2020 book Looking for Miss America, the first cultural history of the Miss America pageant, is a Cosmopolitan Best Nonfiction Book of 2020, a New York Post Best Book of 2020, a Publishers Weekly Best Summer Book, a National Book Review 5 Hot Books Pick, and a PureWow 12 Best Nonfiction Books of 2020. It was awarded the 2021 Pop Culture Association's Emily Toth Best Book in Woman's Studies award. “A spellbinding…first-rate analysis of the United States’s most distinctive beauty contest.” —The Los Angeles Review of Books“Mifflin’s lively book reads as an obituary…She’s cleareyed about the pageant’s many hypocrisies and failures…But Mifflin, too, is invested in the pageant’s sense of specialness.” —The New York Times “Mifflin is as alive to the pageant’s historical grotesqueries as she is to the weirdo details of its founding.” —The New Yorker“This incisive and entertaining history deserves the spotlight.” —Publishers Weekly “Nothing short of fascinating.” —Cosmopolitan"
